taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
1751971	Psycharium pellucens Herrich-Schäffer, 1856	1751971	Psycharium pellucens Herrich-Schäffer, 1856	15	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Somabrachyidae	8867	Psycharium	1751969	Psycharium pellucens	1751971	NE
1754003	Chrysopoloma similis Aurivillius, 1895	1754003	Chrysopoloma similis Aurivillius, 1895	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Limacodidae	5474	Chrysopoloma	1753997	Chrysopoloma similis	1754003	NE
1767087	Parachalciope furcifera Hampson, 1902	1767092	Parachalciope euclidicola Walker, 1858	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Erebidae	4532185	Parachalciope	9179883	Parachalciope euclidicola	1767092	NE
1787196	Athetis orbata Möschler, 1884	1787219	Athetis pigra Guenée, 1852	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Athetis	1787107	Athetis pigra	1787219	NE
1787336	Athetis rufipuncta Hampson, 1902	1787336	Athetis rufipuncta Hampson, 1902	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Athetis	1787107	Athetis rufipuncta	1787336	NE
1813465	Galtara basifurca Walker, 1865	1813480	Galtara purata Walker, 1862	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Erebidae	4532185	Galtara	9040198	Galtara purata	1813480	NE
1824933	Antheua anodonta Hampson, 1910	1824933	Antheua anodonta Hampson, 1910	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Notodontidae	7016	Antheua	1824925	Antheua anodonta	1824933	NE
1830413	Yponomeuta nigricola Meyrick, 1912	1830413	Yponomeuta nigricola Meyrick, 1912	17	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Yponomeutidae	8874	Yponomeuta	1830379	Yponomeuta nigricola	1830413	NE
1843845	Enscepastra plagiopa Meyrick, 1920	1843845	Enscepastra plagiopa Meyrick, 1920	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Coleophoridae	8838	Enscepastra	1843842	Enscepastra plagiopa	1843845	NE
1853658	Lytrophila sporarcha Meyrick, 1921	1853658	Lytrophila sporarcha Meyrick, 1921	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Psychidae	8861	Lytrophila	1853654	Lytrophila sporarcha	1853658	NE
1873118	Caustella phoenicias Hampson, 1930	1873118	Caustella phoenicias Hampson, 1930	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Pyralidae	5336	Caustella	1873117	Caustella phoenicias	1873118	NE
1879238	Pleuroptya aegrotalis Zeller, 1852	1879238	Pleuroptya aegrotalis Zeller, 1852	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Crambidae	8841	Pleuroptya	1879226	Pleuroptya aegrotalis	1879238	NE
1882032	Loxostege lacunalis Zeller, 1852	1882032	Loxostege lacunalis Zeller, 1852	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Crambidae	8841	Loxostege	1882028	Loxostege lacunalis	1882032	NE
1883197	Chilo argyropasta Hampson, 1919	1883197	Chilo argyropasta Hampson, 1919	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Crambidae	8841	Chilo	1883132	Chilo argyropasta	1883197	NE
1926698	Durbania Trimen, 1862	1926698	Durbania Trimen, 1862	125	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Lycaenidae	5473	Durbania	1926698			NE
1927589	Lepidochrysops macgregori Pennington, 1970	1927589	Lepidochrysops macgregori Pennington, 1970	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Lycaenidae	5473	Lepidochrysops	1927521	Lepidochrysops macgregori	1927589	NE
1927940	Aloeides nollothi Tite & Dickson, 1977	1927940	Aloeides nollothi Tite & Dickson, 1977	135	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Lycaenidae	5473	Aloeides	1927916	Aloeides nollothi	1927940	LC
1937855	Papilio zalmoxis Hewitson, 1864	1937855	Papilio zalmoxis Hewitson, 1864	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Papilionidae	9417	Papilio	10175914	Papilio zalmoxis	1937855	NE
1948592	Kedestes marshallii Aurivillius, 1925	6204481	Kedestes lepenula marshallii Aurivillius, 1925	5	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Hesperiidae	6953	Kedestes	1948587	Kedestes lepenula	1948591	NE
1953540	Epiplema Herrich-Schäffer, 1855	1953540	Epiplema Herrich-Schäffer, 1855	8	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Uraniidae	8872	Epiplema	1953540			
1955838	Conchylia actena Prout, 1917	1955838	Conchylia actena Prout, 1917	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Conchylia	1955823	Conchylia actena	1955838	NE
1977800	Zygophyxia stenoptila Prout, 1916	1977800	Zygophyxia stenoptila Prout, 1916	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Zygophyxia	1977798	Zygophyxia stenoptila	1977800	NE
1987602	Heterorachis devocata (Walker, 1861)	1987602	Heterorachis devocata (Walker, 1861)	32	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Heterorachis	8407240	Heterorachis devocata	1987602	NE
5125498	Bostra albilineata Warren, 1891	5125498	Bostra albilineata Warren, 1891	8	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Pyralidae	5336	Bostra	1872602	Bostra albilineata	5125498	NE
6113869	Eutricha albofasciata (Aurivillius, 1921)	6113868	Eutricha bifascia (Walker, 1855)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Lasiocampidae	3530	Eutricha	11760262	Eutricha bifascia	6113868	NE
6116010	Rhodochlaena perrubra Hampson, 1902	6116009	Rhodochlaena botonga Felder, 1874	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Rhodochlaena	8416994	Rhodochlaena botonga	6116009	NE
6117473	Thyas parallelipipeda (Guenée, 1852)	1764522	Dermaleipa parallelipipeda Guenée, 1852	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Erebidae	4532185	Dermaleipa	1764506	Dermaleipa parallelipipeda	1764522	NE
6122031	Eudasychira metathermes metathermes	1820917	Dasychira metathermes Hampson, 1905	1	SUBSPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Erebidae	4532185	Dasychira	1820708	Dasychira metathermes	1820917	
7454674	Neaspasia brevibasana (Walsingham, 1891)	7454674	Neaspasia brevibasana (Walsingham, 1891)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Tortricidae	5343	Neaspasia	4690049	Neaspasia brevibasana	7454674	NE
8722620	Hyperlais squamosa (Hampson, 1913)	1885293	Mimudea squamosa Hampson, 1913	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Crambidae	8841	Mimudea	1885284	Mimudea squamosa	1885293	NE
8731373	Graphium angolanus angolanus	8731373	Graphium angolanus angolanus	156	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Papilionidae	9417	Graphium	1937188	Graphium angolanus	5141250	
9606517	Stigmella protosema (Meyrick, 1921) Scoble, 1978	9606517	Stigmella protosema (Meyrick, 1921) Scoble, 1978	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nepticulidae	7014	Stigmella	1735652	Stigmella protosema	9606517	NE
9976780	BOLD:AAP1408	9976780	BOLD:AAP1408	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797							
9996113	BOLD:AAC9910	9996113	BOLD:AAC9910	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Scopula	1970574	Scopula donovani	5145168	
10089530	BOLD:AAL7064	10089530	BOLD:AAL7064	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797							
10134188	BOLD:AAC7084	10134188	BOLD:AAC7084	4	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Sphingidae	8868	Nephele	1864258	Nephele argentifera	5124109	
10239615	BOLD:AAP3747	10239615	BOLD:AAP3747	55	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015					
10309866	BOLD:ABW5830	10309866	BOLD:ABW5830	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797							
10440606	BOLD:ACN9786	10440606	BOLD:ACN9786	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015					
10475252	BOLD:ABW0953	10475252	BOLD:ABW0953	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Notodontidae	7016	Notocerura	1826804	Notocerura spiritalis	1826805	
11388666	Nepheronia thalassina sinalata (Suffert, 1904)	1919660	Nepheronia thalassina (Boisduval, 1836)	216	SUBSPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Pieridae	5481	Nepheronia	1919659	Nepheronia thalassina	1919660	LC
11619831	BOLD:ADS3358	11619831	BOLD:ADS3358	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Scythrididae	8866					
11913736	Scrobipalpa wieseri Bidzilya, 2021	11913736	Scrobipalpa wieseri Bidzilya, 2021	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Gelechiidae	3553	Scrobipalpa	1849663	Scrobipalpa wieseri	11913736	NE
1731339	Teragra vogti Bethune-Baker	1731339	Teragra vogti Bethune-Baker	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Metarbelidae	4695637	Teragra	11012420	Teragra vogti	1731339	NE
1828892	Eudalaca rivula (Janse, 1942)	1828892	Eudalaca rivula (Janse, 1942)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Hepialidae	3556	Eudalaca	1828870	Eudalaca rivula	1828892	NE
1847119	Dichomeris ligyra (Meyrick, 1913)	1847119	Dichomeris ligyra (Meyrick, 1913)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Gelechiidae	3553	Dichomeris	1846907	Dichomeris ligyra	1847119	NE
1848016	Encentrotis catagrapha Meyrick, 1921	1848016	Encentrotis catagrapha Meyrick, 1921	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Gelechiidae	3553	Encentrotis	1848015	Encentrotis catagrapha	1848016	NE
1851516	Hypatima dissidens (Meyrick, 1913)	1851516	Hypatima dissidens (Meyrick, 1913)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Gelechiidae	3553	Hypatima	1851496	Hypatima dissidens	1851516	NE
1854305	Picrospora anastrota Meyrick, 1912	1854305	Picrospora anastrota Meyrick, 1912	10	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Psychidae	8861	Picrospora	1854296	Picrospora anastrota	1854305	NE
1857744	Proterospastis taeniala (Gozmány, 1968)	1857744	Proterospastis taeniala (Gozmány, 1968)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Tineidae	9412	Proterospastis	1857734	Proterospastis taeniala	1857744	NE
1861141	Ceromitia nerina Meyrick, 1912	1861141	Ceromitia nerina Meyrick, 1912	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Adelidae	4538	Ceromitia	1861053	Ceromitia nerina	1861141	NE
1862349	Hippotion osiris Dalman, 1823	1862349	Hippotion osiris Dalman, 1823	32	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Sphingidae	8868	Hippotion	1862288	Hippotion osiris	1862349	NE
1925752	Anthene millari (Trimen, 1893)	1925752	Anthene millari (Trimen, 1893)	96	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Lycaenidae	5473	Anthene	1925584	Anthene millari	1925752	LC
1926539	Azanus mirza (Plötz, 1880)	1926539	Azanus mirza (Plötz, 1880)	193	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Lycaenidae	5473	Azanus	1926526	Azanus mirza	1926539	LC
1985859	Aphilopota euodia Prout, 1954	1985859	Aphilopota euodia Prout, 1954	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Aphilopota	1985853	Aphilopota euodia	1985859	NE
4708253	Knappetra Nye, 1980	9078901	Euproctis Hübner	6	GENUS	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Erebidae	4532185	Euproctis	9078901			
5115381	Automolis lateritia Herrich-Schäffer, 1855	5115381	Automolis lateritia Herrich-Schäffer, 1855	32	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Erebidae	4532185	Automolis	5115213	Automolis lateritia	5115381	NE
5128728	Charaxes boueti Feisthamel, 1850	5128728	Charaxes boueti Feisthamel, 1850	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Charaxes	7236053	Charaxes boueti	5128728	NE
6114560	Epicrocis noncapillata Balinsky, 1994	6114560	Epicrocis noncapillata Balinsky, 1994	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Pyralidae	5336	Epicrocis	1878522	Epicrocis noncapillata	6114560	NE
6117047	Achaea indeterminata Walker, 1865	6117047	Achaea indeterminata Walker, 1865	24	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Erebidae	4532185	Achaea	1798308	Achaea indeterminata	6117047	NE
6119371	Chiasmia inquinata Krüger, 2001	6119371	Chiasmia inquinata Krüger, 2001	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Chiasmia	4525072	Chiasmia inquinata	6119371	NE
9418851	Muhabbetana rhabdophora (Scoble, 1983) van Nieukerken et al., 2016	9418851	Muhabbetana rhabdophora (Scoble, 1983) van Nieukerken et al., 2016	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nepticulidae	7014	Muhabbetana	9319100	Muhabbetana rhabdophora	9418851	NE
9844621	BOLD:ACW6825	9844621	BOLD:ACW6825	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797							
9864357	BOLD:ABW0838	9864357	BOLD:ABW0838	5	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Acontia	7396883	Acontia tanzaniae	6115600	
9902675	BOLD:ACW7808	9902675	BOLD:ACW7808	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797							
10039254	BOLD:ABW2023	5149262	Mauna ardescens Prout, 1916	4	UNRANKED	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Mauna	1985911	Mauna ardescens	5149262	
10154829	BOLD:ACG9623	10154829	BOLD:ACG9623	5	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Tortricidae	5343	Bactra	1747723			
10184868	BOLD:AAQ3639	10184868	BOLD:AAQ3639	10	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Hepialidae	3556	Eudalaca	1828870	Eudalaca ammon	1828899	
10213018	BOLD:AAV8326	10213018	BOLD:AAV8326	3	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Pyralidae	5336	Thylacoptila	1877284			
10431565	BOLD:ACQ2511	1932117	Poecilmitis endymion Pennington, 1962	1	UNRANKED	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Lycaenidae	5473	Poecilmitis	1932089	Poecilmitis endymion	1932117	
10435607	BOLD:AAH6020	10435607	BOLD:AAH6020	4	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Erebidae	4532185	Hypena	1798514			
10476200	BOLD:ACI4390	10476200	BOLD:ACI4390	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Erebidae	4532185	Euproctis	9078901	Euproctis bicolor	1821570	
10648711	BOLD:ACL0952	10648711	BOLD:ACL0952	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Cosmopterigidae	8839					
11533868	Eublemma juergenschmidli Hacker, 2019	11533868	Eublemma juergenschmidli Hacker, 2019	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Eublemma	9118632	Eublemma juergenschmidli	11533868	NE
11565212	BOLD:ADZ6402	11565212	BOLD:ADZ6402	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797							
11669853	BOLD:ADY2548	11669853	BOLD:ADY2548	4	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Pieridae	5481					
11673220	BOLD:ADV3183	11673220	BOLD:ADV3183	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nepticulidae	7014					
11783224	BOLD:ADT6783	11783224	BOLD:ADT6783	6	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Gracillariidae	5487					
11905247	BOLD:ADS1007	11905247	BOLD:ADS1007	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Scythrididae	8866					
11997479	Typhonia asantesana Sobczyk, 2019	11997479	Typhonia asantesana Sobczyk, 2019	2	SPECIES	DOUBTFUL	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Psychidae	8861	Melasina	1854618	Typhonia asantesana	11997479	NE
1763875	Acrapex albivena Hampson, 1910	1763875	Acrapex albivena Hampson, 1910	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Acrapex	1763850	Acrapex albivena	1763875	NE
1785345	Ctenoplusia dorfmeisteri (Felder & Rogenhofer, 1874)	1785345	Ctenoplusia dorfmeisteri (Felder & Rogenhofer, 1874)	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Ctenoplusia	1785305	Ctenoplusia dorfmeisteri	1785345	NE
1798667	Hypena laceratalis Walker, 1859	8793873	Hypena commixtalis Zeller, 1852	11	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Erebidae	4532185	Hypena	1798514	Hypena commixtalis	8793873	NE
1798796	Hypena disclusalis Walker, 1865	1798859	Hypena palpitralis Walker, 1859	3	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Erebidae	4532185	Hypena	1798514	Hypena palpitralis	1798859	NE
1832786	Myrrhinitis sporeuta Meyrick, 1913	1832786	Myrrhinitis sporeuta Meyrick, 1913	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Elachistidae	7297	Myrrhinitis	1832785	Myrrhinitis sporeuta	1832786	NE
1847809	Syncopacma Meyrick, 1925	1848217	Aproaerema Durrant, 1897	1	GENUS	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Gelechiidae	3553	Aproaerema	1848217			
1848067	Schizovalva hyperythra (Meyrick, 1921)	1848067	Schizovalva hyperythra (Meyrick, 1921)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Gelechiidae	3553	Schizovalva	1848052	Schizovalva hyperythra	1848067	NE
1849116	Ischnophylla similicolor Janse, 1963	1849116	Ischnophylla similicolor Janse, 1963	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Gelechiidae	3553	Ischnophylla	1849115	Ischnophylla similicolor	1849116	NE
1850583	Helcystogramma pantheropa (Meyrick, 1913)	1850583	Helcystogramma pantheropa (Meyrick, 1913)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Gelechiidae	3553	Helcystogramma	1850525	Helcystogramma pantheropa	1850583	NE
1852082	Pyncostola suffusellus (Walsingham, 1891)	1852082	Pyncostola suffusellus (Walsingham, 1891)	11	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Gelechiidae	3553	Pyncostola	1852067	Pyncostola suffusellus	1852082	NE
1854304	Picrospora secura Meyrick, 1912	1854304	Picrospora secura Meyrick, 1912	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Psychidae	8861	Picrospora	1854296	Picrospora secura	1854304	NE
1857021	Opogona chlorophanes Meyrick, 1908	1857021	Opogona chlorophanes Meyrick, 1908	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Tineidae	9412	Opogona	1857014	Opogona chlorophanes	1857021	NE
1858272	Graphidivalva genitalis (Meyrick, 1913)	1858272	Graphidivalva genitalis (Meyrick, 1913)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Tineidae	9412	Graphidivalva	1858271	Graphidivalva genitalis	1858272	NE
1867406	Cirina forda Westwood, 1849	1867406	Cirina forda Westwood, 1849	51	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Saturniidae	8864	Cirina	1867401	Cirina forda	1867406	NE
1879471	Hydriris ornatalis (Duponchel, 1832)	1879471	Hydriris ornatalis (Duponchel, 1832)	41	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Crambidae	8841	Hydriris	1879463	Hydriris ornatalis	1879471	NE
1887576	Sceliodes laisalis Walker, 1859	1887576	Sceliodes laisalis Walker, 1859	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Crambidae	8841	Sceliodes	1887573	Sceliodes laisalis	1887576	NE
1889073	Nausinoe capensis Walker, 1865	1889070	Nausinoe quadrinalis Guenée, 1854	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Crambidae	8841	Nausinoe	1889065	Nausinoe quadrinalis	1889070	NE
1906117	Amauris echeria (Stoll, 1790)	1906117	Amauris echeria (Stoll, 1790)	42	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Amauris	1906002	Amauris echeria	1906117	LC
1912488	Bicyclus Kirby, 1871	1912488	Bicyclus Kirby, 1871	28	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Bicyclus	1912488			NE
1925653	Anthene lemnos (Hewitson, 1878)	1925653	Anthene lemnos (Hewitson, 1878)	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Lycaenidae	5473	Anthene	1925584	Anthene lemnos	1925653	LC
1964957	Afrophyla vethi (Snellen, 1886)	1964957	Afrophyla vethi (Snellen, 1886)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Afrophyla	1964956	Afrophyla vethi	1964957	NE
1983287	Eupithecia gradatilinea Prout, 1916	1983287	Eupithecia gradatilinea Prout, 1916	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Eupithecia	1982367	Eupithecia gradatilinea	1983287	NE
5112605	Anoba microloba Hampson, 1926	5112605	Anoba microloba Hampson, 1926	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Erebidae	4532185	Anoba	1789407	Anoba microloba	5112605	NE
5144811	Scopula gazellaria (Wallengren, 1863)	5144811	Scopula gazellaria (Wallengren, 1863)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Scopula	1970574	Scopula gazellaria	5144811	NE
5144867	Scopula bonaventura (Warren, 1897)	5144877	Scopula nemorivagata Wallengren, 1863	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Scopula	1970574	Scopula nemorivagata	5144877	NE
6114420	Hypotia bolinalis (Walker, 1859)	1876696	Dattinia bolinalis Walker, 1859	6	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Pyralidae	5336	Dattinia	9124948	Dattinia bolinalis	1876696	NE
6118822	Drepanogynis dentatimargo Krüger, 2002	6118822	Drepanogynis dentatimargo Krüger, 2002	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Drepanogynis	1973166	Drepanogynis dentatimargo	6118822	NE
6119183	Hebdomophruda endroedyi Krüger, 1998	6119183	Hebdomophruda endroedyi Krüger, 1998	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Hebdomophruda	1961058	Hebdomophruda endroedyi	6119183	NE
6119377	Chiasmia tecnium (Prout, 1916)	6119377	Chiasmia tecnium (Prout, 1916)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Chiasmia	4525072	Chiasmia tecnium	6119377	NE
6203172	Spialia depauperata australis de Jong, 1978	6203172	Spialia depauperata australis de Jong, 1978	91	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Hesperiidae	6953	Spialia	1945528	Spialia depauperata	1945620	LC
